index,名称,课头号,老师,学分,时间
1,操作系统,20202021645,陈珉,5.5,1,13
2,操作系统,20202021647,宋伟,5.5,1,13
3,操作系统,20202021646,曾平,5.5,1,13
4,操作系统,20202021648,李蓉蓉,5.5,11,3
5,操作系统,20202021649,蒋晶珏,5.5,1,13
6,操作系统,20202021692,郑鹏,5.5,1,13
7,操作系统,20202021767,郑鹏,5.5,11,3
8,操作系统,20202021768,宋伟,5.5,1,13
9,操作系统,20202021770,蒋晶珏,5.5,11,3
10,操作系统,20202021769,李蓉蓉,5.5,32,23
11,操作系统,20202021819,曾平,5.5,32,23
12,操作系统,20202021797,孔若杉,5.5,32,23
13,操作系统课程设计,20202021748,宋伟,5.5,5,20,41
14,操作系统课程设计,20202021747,蒋晶珏,5.5,5,20,41
15,操作系统课程设计,20202021749,李蓉蓉,5.5,5,20,41
16,操作系统课程设计,20202021750,蒋晶珏,5.5,5,20,41
17,操作系统课程设计,20202021817,曾平,5.5,5,20,41
18,汉语综合Ⅳ,20202054050,罗曦,2,51
19,机器学习与模式识别,20202021695,梁超,3,55
20,计算机接口与通信,20202021668,熊小兵,3,21
21,计算机接口与通信,20202021697,蔡朝晖,3,23
22,计算机接口与通信,20202021823,傅佑铭,3,26
23,计算机图形学,20202021591,何发智,3,10
24,计算机网络,20202021655, 张沪寅,5,17,29
25,计算机网络,20202021658,吕慧,5,17,29
26,计算机网络,20202021656,牛晓光,5,17,29
27,计算机网络,20202021657,徐武平,5,17,29
28,计算机网络,20202021659,胡启平,5,19,27
29,计算机网络,20202021591,黄传河,5,19,27
30,计算机网络,20202021693,张健,5,19,27
31,计算机网络,20202021759,傅佑铭,5,19,27
32,计算机网络,20202021759,钱铁云,5,17,29
33,计算机网络,20202021762,胡继承,5,19,27
34,计算机网络,20202021761,周浩,5,19,27
35,计算机网络,20202021820,李宗鹏,5,17,29
36,计算机网络,20202021800,李宗鹏,5,19,27
37,计算机系统基础2,20202021592,蔡朝晖,5,30
38,计算机组成与设计课程设计,20202021652, 徐爱萍,6,12,56
39,计算机组成与设计课程设计,20202021653,蔡朝晖,6,12,56
40,计算机组成与设计课程设计,20202021650,徐爱萍,6,12,56
41,计算机组成与设计课程设计,20202021654,冯晶,6,55,36
42,计算机组成与设计课程设计,20202021651,徐爱萍,6,55,36
43,计算机组成与设计课程设计,20202021691,龚奕利,6,55,36
44,科技写作,20202021696,刘华俊,3,5,15,51
45,量子计算,20202021596,梁超,2,25,40,58
46,人工智能引论,20202021798,谢榕,2,49,53
47,软件工程概论,20202021758,杜卓敏,2,6
48,软件工程概论,20202021757,马于涛,2,6
49,软件工程概论,20202021756,李晓剑,2,6
50,软件工程概论,20202021755,李小红,2,6
51,软件工程概论,20202021818,邓娟,2,6
52,软件构造基础,20202021676,何政,2.5,9
53,软件构造基础,20202021674,何政,2.5,9
54,软件构造基础,20202021675,何政,2.5,16
55,软件构造基础,20202021699,贾向阳,2.5,9
56,软件构造基础,20202021781,叶刚,2.5,16
57,软件构造基础,20202021780,贾向阳,2.5,16
58,软件构造基础,20202021779,贾向阳,2.5,9
59,软件构造基础,20202021825,叶刚,2.5,16
59,软件体系结构,20202021801,梁鹏,2.5,18
61,软件需求与建模,20202021752,王?,2.5,27
62,软件需求与建模,20202021753,李晓剑,2.5,27
63,软件需求与建模,20202021754,李晓剑,2.5,27
64,软件需求与建模,20202021821,李晓剑,2.5,27
65,软件需求与建模,20202021799,王?,2.5,27
66,数据库系统,20202021659,刘斌,3,34
67,数据库系统,20202021664,谭小琼,3,34
68,数据库系统,20202021663,安扬,3,34
69,数据库系统,20202021661,曾慧,3,34
70,数据库系统,20202021662,方颖,3,4
71,数据库系统,20202021694,李文海,3,4
72,数据库系统,20202021766,谭小琼,3,4
73,数据库系统,20202021765,刘斌,3,14
74,数据库系统,20202021764,余伟,3,14
75,数据库系统,20202021822,彭煜玮,3,14
76,算法设计与分析,20202021593,董文永,3,26
77,移动编程技术,20202021673,高建华,3,21
78,移动编程技术,20202021672,蒋华,3,21
79,移动编程技术,20202021671,蒋华,3,31
80,移动编程技术,20202021698,赵小刚,3,31
81,移动编程技术,20202021783,高建华,3,21
82,移动编程技术,20202021784,高建华,3,21
83,移动编程技术,20202021824,赵小刚,3,31
84,组合数学,20202021666,丁建利,3,17,34
85,组合数学,20202021665,丁建利,3,17,34
86,组合数学,20202021700,刘敏忠,3,17,34
87,组合数学,20202021777,邹华,3,14,37
88,组合数学,20202021776,姚昱,3,17,34
89,组合数学,20202021775,姚昱,3,14,37
90,组合数学,20202021778,邹华,3,14,36
91,组合数学,20202021826,刘敏忠,3,14,37
92,离散数学,20202021716,吴志健,3,19
93,离散数学,20202021717,方颖,3,16
94,离散数学,20202021718,刘峰,3,19
95,离散数学,20202021719,喻丹丹,3,19
96,离散数学,20202021720,罗飞,3,19
97,离散数学,20202021417,彭蓉,3,16
98,线性代数B,20202056347,龚亚方,3,41
99,线性代数B,20202056348,雷玲,3,43
100,线性代数B,20202056349,涂振汉,3,41
101,线性代数B,20202056350,黄正华,3,41
102,线性代数B,20202056351,孙林林,3,41
103,高级语言程序设计,20202021706,刘婧,4,6
104,高级语言程序设计,20202021708,何国良,4,6
105,高级语言程序设计,20202021709,梁意文,4,46
106,高级语言程序设计,20202021710,常军,4,46
107,数字逻辑与数字电路,20202021021,瞿涛,3,37
108,数字逻辑与数字电路,20202021711,李宗福,3,29
109,数字逻辑与数字电路,20202021712,唐学兵,3,37
110,数字逻辑与数字电路,20202021713,熊小兵,3,29
111,数字逻辑与数字电路,20202021714,涂卫平,3,37
112,数字逻辑与数字电路,20202021715,杭小庆,3,29
113,高等数学B2,20202056235,程学光,5,1,23
114,高等数学B2,20202056236,黄明,5,1,23
115,高等数学B2,20202056237,康肖松,5,1,23
116,高等数学B2,20202056238,孙俊,5,1,23
117,高等数学B2,20202056239,邱红兵,5,1,23
118,大学物理D1,20202057459,尹玲,4,2,20
119,大学物理D1,20202057459,郭立平,4,2,20
120,大学物理D1,20202057461,肖湘衡,4,2,20
121,大学物理D1,20202057462,周利,4,2,20
122,大学物理D1,20202057463,柯满竹,4,2,20
123,UML及软件建模,20202021792	,梁鹏,2.5,45
124,Web设计与社交平台开发,20202021728,韩波,2.5,48
125,Web设计与社交平台开发,20202021727,刘浩文,2.5,48
126,WEB应用与开发,20202021793,王黎维,2.5,48
127,编译原理	,20202021597	,玄跻峰	,4,27,46
128,编译原理	,20202021596,谢晓园	,4,16,46
129,编译原理	,20202021595,何炎祥	,4,42,46
130,编译原理	,20202021598,杜卓敏	,4,7,46
131,程序设计语言理论	,20202021637,袁梦霆	,3,57
132,大数据分析与处理,20202021726,王黎维,2,22
133,大数据分析与处理,20202021806,钟鸣,2,22
134,电子商务,20202021796,李蓉蓉,2,24,53
135,多媒体技术,20202021630,王中元,2.5,52
136,多媒体技术,20202021687,韩镇,2.5,52
137,多媒体技术	,20202021629,李晶	,2.5,52
138,机器学习与模式识别,20202021636	,怀念,3,44
139,机器学习与模式识别,20202021635,张乐飞	,3,44
140,机器学习与模式识别,20202021746,邹华,3,44
141,机器学习与模式识别,20202021745,袁志勇,3,44
142,计算机图形学基础,20202021743,宋成芳,3,47
143,计算机图形学基础,20202021815,赵俭辉,3,47
144,面向对象软件工程,20202021627,何璐璐,2,58
145,嵌入式系统,20202021611,蔡贤涛	,4,26
146,嵌入式系统,20202021612,朱荣	,4,26
147,嵌入式系统,20202021599,刘树波	,4,46
148,嵌入式系统,20202021610,武小平	,4,46
149,嵌入式系统,20202021681,蔡贤涛,4,4,46
150,软件测试技术,20202021790,谢晓园,3.5,50
151,软件工程,20202021613,刘纪平	,4.5,35
152,软件工程,20202021614	,李小红,4.5,35
153,软件工程,20202021615,杜卓敏	,4.5,50,25
154,软件工程,20202021616,何璐璐	,4.5,26,35
155,无名课,20202021680	,刘纪平,2,48,59
156,软件项目管理,20202021742,夏启明,2,47
157,软件质量保障与测试,20202021739,玄跻峰,2,48
158,软件质量保障与测试,20202021813,玄跻峰,2,48
159,数据采集与物联网,20202021618,徐武平	,3.5,58
160,数据科学导论,20202021619	,胡文斌,3.5,8
161,数据科学导论,20202021620	,吴小莹,3.5,8
162,数字信号处理	,20202021642,徐佑军,3.5,18
163,网络管理	,20202021631	,吕慧	,3,48
164,无线传感器网络与物联网,20202021690,刘丹丹,3,56
165,习近平新时代中国特色社会主义思想概论,20202058551	,范卫青	,2,11
166,习近平新时代中国特色社会主义思想概论,20202058550,肖光恩,2,11
167,习近平新时代中国特色社会主义思想概论,20202058552,周尤正,2,11
168,习近平新时代中国特色社会主义思想概论,20202058554,周尤正,2,16
169,习近平新时代中国特色社会主义思想概论	,20202058549,范卫青	,2,16
170,习近平新时代中国特色社会主义思想概论	,20202058548	,梅立润	,2,16
171,习近平新时代中国特色社会主义思想概论	,20202058737,周尤正	,2,16
172,信息与网络安全,20202021795,王玉林,4,8
173,云计算技术,20202021623	,余伟	,3,9
174,云计算技术,20202021685,李兵,3,9
175,云计算技术	,20202021622,余伟	,3,9
176,云计算平台与技术,20202021721,李清安,3,39
177,云计算平台与技术,20202021723,李清安,3,39
178,云计算平台与技术,20202021722,李清安,3,39
179,云计算平台与技术,20202021805,桂浩,3,39
180,知识工程,20202021736	,冯晶,2,38
181,自然语言处理,20202021688,文卫东,3,37
182,综合项目实践,20202021679,高戈,3,27
