index,课程名,课头号,教师,score,time
1,操作系统,20202021645,陈珉,5.5,24,32,1
2,操作系统,20202021647,宋伟,5.5,40,47
3,操作系统,20202021646,曾平,5.5,35,21
4,操作系统,20202021648,李蓉蓉,5.5,55,15,2
5,操作系统,20202021649,蒋晶珏,5.5,10
6,操作系统,20202021692,郑鹏,5.5,41,29
7,操作系统,20202021767,郑鹏,5.5,32,43,54
8,操作系统,20202021768,宋伟,5.5,33,57,6
9,操作系统,20202021770,蒋晶珏,5.5,35,25,19
10,操作系统,20202021769,李蓉蓉,5.5,4,15,28
11,操作系统,20202021819,曾平,5.5,44
12,操作系统,20202021797,孔若杉,5.5,44
13,操作系统课程设计,20202021748,宋伟,5.5,11,51,26
14,操作系统课程设计,20202021747,蒋晶珏,5.5,24,38
15,操作系统课程设计,20202021749,李蓉蓉,5.5,55,42,53
16,操作系统课程设计,20202021750,蒋晶珏,5.5,47
17,操作系统课程设计,20202021817,曾平,5.5,31,14,39
18,汉语综合Ⅳ,20202054050,罗曦,2,34
19,机器学习与模式识别,20202021695,梁超,3,37
20,计算机接口与通信,20202021668,熊小兵,3,8
21,计算机接口与通信,20202021697,蔡朝晖,3,6
22,计算机接口与通信,20202021823,傅佑铭,3,55,35
23,计算机图形学,20202021591,何发智,3,25
24,计算机网络,20202021655, 张沪寅,5,12,7,36
25,计算机网络,20202021658,吕慧,5,36,49,50
26,计算机网络,20202021656,牛晓光,5,47,9
27,计算机网络,20202021657,徐武平,5,2,20,59
28,计算机网络,20202021659,胡启平,5,13,45,4
29,计算机网络,20202021591,黄传河,5,17
30,计算机网络,20202021693,张健,5,16,54
31,计算机网络,20202021759,傅佑铭,5,18,15
32,计算机网络,20202021759,钱铁云,5,8,37
33,计算机网络,20202021762,胡继承,5,53,16
34,计算机网络,20202021761,周浩,5,58,24,34
35,计算机网络,20202021820,李宗鹏,5,28
36,计算机网络,20202021800,李宗鹏,5,2
37,计算机系统基础2,20202021592,蔡朝晖,5,58,38
38,计算机组成与设计课程设计,20202021652, 徐爱萍,6,32,6
39,计算机组成与设计课程设计,20202021653,蔡朝晖,6,14
40,计算机组成与设计课程设计,20202021650,徐爱萍,6,13,25
41,计算机组成与设计课程设计,20202021654,冯晶,6,11
42,计算机组成与设计课程设计,20202021651,徐爱萍,6,34,11,39
43,计算机组成与设计课程设计,20202021691,龚奕利,6,2,59
44,科技写作,20202021696,刘华俊,3,5,56,51
45,量子计算,20202021596,梁超,2,25,40,58
46,人工智能引论,20202021798,谢榕,2,49,30
47,软件工程概论,20202021758,杜卓敏,2,40
48,软件工程概论,20202021757,马于涛,2,11,5
49,软件工程概论,20202021756,李晓剑,2,36
50,软件工程概论,20202021755,李小红,2,18
51,软件工程概论,20202021818,邓娟,2,47,24,3
52,软件构造基础,20202021676,何政,2.5,49
53,软件构造基础,20202021674,何政,2.5,21
54,软件构造基础,20202021675,何政,2.5,24,56,27
55,软件构造基础,20202021699,贾向阳,2.5,2
56,软件构造基础,20202021781,叶刚,2.5,36
57,软件构造基础,20202021780,贾向阳,2.5,37,26
58,软件构造基础,20202021779,贾向阳,2.5,58,59,59
59,软件构造基础,20202021825,叶刚,2.5,36
59,软件体系结构,20202021801,梁鹏,2.5,17,59
61,软件需求与建模,20202021752,王?,2.5,30,28,26
62,软件需求与建模,20202021753,李晓剑,2.5,4,30,51
63,软件需求与建模,20202021754,李晓剑,2.5,10,50
64,软件需求与建模,20202021821,李晓剑,2.5,30
65,软件需求与建模,20202021799,王?,2.5,26,5,7
66,数据库系统,20202021659,刘斌,3,41
67,数据库系统,20202021664,谭小琼,3,2,26
68,数据库系统,20202021663,安扬,3,24,57,20
69,数据库系统,20202021661,曾慧,3,59,58
70,数据库系统,20202021662,方颖,3,36
71,数据库系统,20202021694,李文海,3,47,24
72,数据库系统,20202021766,谭小琼,3,42,2,57
73,数据库系统,20202021765,刘斌,3,32
74,数据库系统,20202021764,余伟,3,33,4
75,数据库系统,20202021822,彭煜玮,3,14,49,2
76,算法设计与分析,20202021593,董文永,3,27,43,3
77,移动编程技术,20202021673,高建华,3,5,20
78,移动编程技术,20202021672,蒋华,3,44,41
79,移动编程技术,20202021671,蒋华,3,42,33,12
80,移动编程技术,20202021698,赵小刚,3,42,37
81,移动编程技术,20202021783,高建华,3,50,44
82,移动编程技术,20202021784,高建华,3,33,45,9
83,移动编程技术,20202021824,赵小刚,3,48
84,组合数学,20202021666,丁建利,3,19
85,组合数学,20202021665,丁建利,3,30,55
86,组合数学,20202021700,刘敏忠,3,21,8,45
87,组合数学,20202021777,邹华,3,49,56
88,组合数学,20202021776,姚昱,3,27
89,组合数学,20202021775,姚昱,3,19,10,28
90,组合数学,20202021778,邹华,3,31,4
91,组合数学,20202021826,刘敏忠,3,11,27
92,离散数学,20202021716,吴志健,3,30,54
93,离散数学,20202021717,方颖,3,57,53
94,离散数学,20202021718,刘峰,3,42,29
95,离散数学,20202021719,喻丹丹,3,3,30
96,离散数学,20202021720,罗飞,3,18,50
97,离散数学,20202021417,彭蓉,3,14,16
98,线性代数B,20202056347,龚亚方,3,39,54
99,线性代数B,20202056348,雷玲,3,8,47
100,线性代数B,20202056349,涂振汉,3,40,48
101,线性代数B,20202056350,黄正华,3,55,20
102,线性代数B,20202056351,孙林林,3,42,34
103,高级语言程序设计,20202021706,刘婧,4,1,35
104,高级语言程序设计,20202021708,何国良,4,20,13
105,高级语言程序设计,20202021709,梁意文,4,22,52
106,高级语言程序设计,20202021710,常军,4,58,15
107,数字逻辑与数字电路,20202021021,瞿涛,3,32,35
108,数字逻辑与数字电路,20202021711,李宗福,3,55,59
109,数字逻辑与数字电路,20202021712,唐学兵,3,10,31
110,数字逻辑与数字电路,20202021713,熊小兵,3,22,30
111,数字逻辑与数字电路,20202021714,涂卫平,3,59,33
112,数字逻辑与数字电路,20202021715,杭小庆,3,50,13
113,高等数学B2,20202056235,程学光,5,1,48
114,高等数学B2,20202056236,黄明,5,47,37
115,高等数学B2,20202056237,康肖松,5,30,21
116,高等数学B2,20202056238,孙俊,5,38,47
117,高等数学B2,20202056239,邱红兵,5,23,45
118,大学物理D1,20202057459,尹玲,4,27,15
119,大学物理D1,20202057459,郭立平,4,7,9
120,大学物理D1,20202057461,肖湘衡,4,21,23
121,大学物理D1,20202057462,周利,4,49,56
122,大学物理D1,20202057463,柯满竹,4,48,46
123,UML及软件建模,20202021792	,梁鹏,2.5,18,14
124,Web设计与社交平台开发,20202021728,韩波,2.5,37,32
125,Web设计与社交平台开发,20202021727,刘浩文,2.5,59,42
126,WEB应用与开发,20202021793,王黎维,2.5,2,58
127,编译原理	,20202021597	,玄跻峰	,4,27,56
128,编译原理	,20202021596,谢晓园	,4,16,29
129,编译原理	,20202021595,何炎祥	,4,42,59
130,编译原理	,20202021598,杜卓敏	,4,7,42
131,程序设计语言理论	,20202021637,袁梦霆	,3,59,35
132,大数据分析与处理,20202021726,王黎维,2,32,4
133,大数据分析与处理,20202021806,钟鸣,2,16,45
134,电子商务,20202021796,李蓉蓉,2,24,9
135,多媒体技术,20202021630,王中元,2.5,44,29
136,多媒体技术,20202021687,韩镇,2.5,31,13
137,多媒体技术	,20202021629,李晶	,2.5,4,28
138,机器学习与模式识别,20202021636	,怀念,3,37,27
139,机器学习与模式识别,20202021635,张乐飞	,3,47,24
140,机器学习与模式识别,20202021746,邹华,3,17,36
141,机器学习与模式识别,20202021745,袁志勇,3,26,30
142,计算机图形学基础,20202021743,宋成芳,3,8,50
143,计算机图形学基础,20202021815,赵俭辉,3,59,3
144,面向对象软件工程,20202021627,何璐璐,2,58,5
145,嵌入式系统,20202021611,蔡贤涛	,4,12,26
146,嵌入式系统,20202021612,朱荣	,4,11,41
147,嵌入式系统,20202021599,刘树波	,4,9,32
148,嵌入式系统,20202021610,武小平	,4,19,13
149,嵌入式系统,20202021681,蔡贤涛,4,4,40
150,软件测试技术,20202021790,谢晓园,3.5,10,46
151,软件工程,20202021613,刘纪平	,4.5,23,35
152,软件工程,20202021614	,李小红,4.5,19,5
153,软件工程,20202021615,杜卓敏	,4.5,50,3
154,软件工程,20202021616,何璐璐	,4.5,26,22
155,无名课,20202021680	,刘纪平,2,48,19
156,软件项目管理,20202021742,夏启明,2,20,47
157,软件质量保障与测试,20202021739,玄跻峰,2,20
158,软件质量保障与测试,20202021813,玄跻峰,2,48
159,数据采集与物联网,20202021618,徐武平	,3.5,51
159,数据科学导论,20202021619	,胡文斌,3.5,40
161,数据科学导论,20202021620	,吴小莹,3.5,50
162,数字信号处理	,20202021642,徐佑军,3.5,46
163,网络管理	,20202021631	,吕慧	,3,9
164,无线传感器网络与物联网,20202021690,刘丹丹,3,39
165,习近平新时代中国特色社会主义思想概论,20202058551	,范卫青	,2,42
166,习近平新时代中国特色社会主义思想概论,20202058550,肖光恩,2,32
167,习近平新时代中国特色社会主义思想概论,20202058552,周尤正,2,57
168,习近平新时代中国特色社会主义思想概论,20202058554,周尤正,2,31
169,习近平新时代中国特色社会主义思想概论	,20202058549,范卫青	,2,24
170,习近平新时代中国特色社会主义思想概论	,20202058548	,梅立润	,2,41
171,习近平新时代中国特色社会主义思想概论	,20202058737,周尤正	,2,41
172,信息与网络安全,20202021795,王玉林,4,11
173,云计算技术,20202021623	,余伟	,3,49
174,云计算技术,20202021685,李兵,3,57
175,云计算技术	,20202021622,余伟	,3,44
176,云计算平台与技术,20202021721,李清安,3,13
177,云计算平台与技术,20202021723,李清安,3,8
178,云计算平台与技术,20202021722,李清安,3,33
179,云计算平台与技术,20202021805,桂浩,3,33
180,知识工程,20202021736	,冯晶,2,18
181,自然语言处理,20202021688,文卫东,3,44
182,综合项目实践,20202021679,高戈,3,28
